机柜	节点号	端口	IP地址	备注1
4F-X01（I5）	5.1	Gi 0/21    	10.131.90.216	21-12-10已交付3060
4F-X01（I5）	5.2	Gi 0/22    	10.131.90.218	21-12-10已交付3060
4F-X01（I5）	5.3	Gi 0/23    	10.131.90.136	21-12-10已交付3060
4F-X01（I5）	5.4	Gi 0/24    	10.131.90.137	21-12-10已交付3060
4F-X01（I5）	5.5	Gi 0/25    	10.131.90.138	21-12-10已交付3060
4F-X01（I5）	6.1	Gi 0/26    	10.131.90.139	21-12-10已交付3060
4F-X01（I5）	6.2	Gi 0/27    	10.131.90.140	21-12-10已交付3060
4F-X01（I5）	6.3	Gi 0/28    	10.131.90.141	21-12-10已交付3060
4F-X01（I5）	6.4	Gi 0/29    	10.131.90.142	21-12-10已交付3060
4F-X01（I5）	6.5	Gi 0/30    	10.131.90.143	21-12-10已交付3060
4F-X01（I5）	7.1	Gi 0/31    	10.131.90.144	21-12-10已交付3060
4F-X01（I5）	7.2	Gi 0/32    	10.131.90.145	21-12-10已交付3060
4F-X01（I5）	7.3	Gi 0/33    	10.131.90.146	21-12-10已交付3060
4F-X01（I5）	7.4	Gi 0/34    	10.131.90.147	21-12-10已交付3060
4F-X01（I5）	7.5	Gi 0/35    	10.131.90.148	21-12-10已交付3060
4F-X01（I5）	8.1	Gi 0/36    	10.131.90.149	21-12-10已交付3060
4F-X01（I5）	8.2	Gi 0/37    	10.131.90.150	21-12-10已交付3060
4F-X01（I5）	8.3	Gi 0/38    	10.131.90.151	21-12-10已交付3060
4F-X01（I5）	8.4	Gi 0/39    	10.131.90.152	21-12-10已交付3060
4F-X01（I5）	8.5	Gi 0/40    	10.131.90.153	21-12-10已交付3060
4F-X02(I5)	1.1	Gi 0/7   	10.131.90.154	21-12-10已交付3060
4F-X02(I5)	1.2	Gi 0/8   	10.131.90.155	21-12-10已交付3060
4F-X02(I5)	1.3	Gi 0/9   	10.131.90.156	21-12-10已交付3060
4F-X02(I5)	1.4	Gi 0/10   	10.131.90.157	21-12-10已交付3060
4F-X02(I5)	1.5	Gi 0/11   	10.131.90.158	21-12-10已交付3060
4F-X02(I5)	2.1	Gi 0/12   	10.131.90.159	21-12-10已交付3060
4F-X02(I5)	2.2	Gi 0/13   	10.131.90.160	21-12-10已交付3060
4F-X02(I5)	2.3	Gi 0/14   	10.131.90.161	21-12-10已交付3060
4F-X02(I5)	2.4	Gi 0/15   	10.131.90.162	21-12-10已交付3060
4F-X02(I5)	2.5	Gi 0/16   	10.131.90.163	21-12-10已交付3060
4F-X02(I5)	3.1	Gi 0/17   	10.131.90.164	21-12-10已交付3060
4F-X02(I5)	3.2	Gi 0/18   	10.131.90.165	21-12-10已交付3060
4F-X02(I5)	3.3	Gi 0/19   	10.131.90.166	21-12-10已交付3060
4F-X02(I5)	3.4	Gi 0/20   	10.131.90.167	21-12-10已交付3060
4F-X02(I5)	3.5	Gi 0/21   	10.131.90.168	21-12-10已交付3060
4F-X02(I5)	4.1	Gi 0/22   	10.131.90.169	21-12-10已交付3060
4F-X02(I5)	4.2	Gi 0/23   	10.131.90.170	21-12-10已交付3060
4F-X02(I5)	4.3	Gi 0/24   	10.131.90.171	21-12-10已交付3060
4F-X02(I5)	4.4	Gi 0/25   	10.131.90.172	21-12-10已交付3060
4F-X02(I5)	4.5	Gi 0/26   	10.131.90.173	21-12-10已交付3060
4F-X02(I5)	5.1	Gi 0/27   	10.131.90.174	21-12-10已交付3060
4F-X02(I5)	5.2	Gi 0/28   	10.131.90.175	21-12-10已交付3060
4F-X02(I5)	5.3	Gi 0/29   	10.131.90.176	21-12-10已交付3060
4F-X02(I5)	5.4	Gi 0/30   	10.131.90.177	21-12-10已交付3060
4F-X02(I5)	5.5	Gi 0/31   	10.131.90.178	21-12-10已交付3060
4F-X02(I5)	6.1	Gi 0/32   	10.131.90.179	21-12-10已交付3060
4F-X02(I5)	6.2	Gi 0/33   	10.131.90.180	21-12-10已交付3060
4F-X02(I5)	6.3	Gi 0/34   	10.131.90.181	21-12-10已交付3060
4F-X02(I5)	6.4	Gi 0/35   	10.131.90.182	21-12-10已交付3060
4F-X02(I5)	6.5	Gi 0/36   	10.131.90.183	21-12-10已交付3060
4F-X02(I5)	7.1	Gi 0/37   	10.131.90.184	21-12-10已交付3060
4F-X02(I5)	7.2	Gi 0/38   	10.131.90.219	21-12-10已交付3060
4F-X02(I5)	7.3	Gi 0/39   	10.131.90.186	21-12-10已交付3060
4F-X02(I5)	7.4	Gi 0/40   	10.131.90.187	21-12-10已交付3060
4F-X02(I5)	7.5	Gi 0/41   	10.131.90.188	21-12-10已交付3060
4F-X02(I5)	8.1	Gi 0/42   	10.131.90.189	21-12-10已交付3060
4F-X02(I5)	8.2	Gi 0/43   	10.131.90.190	21-12-10已交付3060
4F-X02(I5)	8.3	Gi 0/44   	10.131.90.191	21-12-10已交付3060
4F-X02(I5)	8.4	Gi 0/45   	10.131.90.192	21-12-10已交付3060
4F-X02(I5)	8.5	Gi 0/46   	10.131.90.193	21-12-10已交付3060
4F-X04(I5)	1.1	Gi 0/1    	10.131.90.194	21-12-10已交付3060
4F-X04(I5)	1.2	Gi 0/2    	10.131.90.195	21-12-10已交付3060
4F-X04(I5)	1.3	Gi 0/3    	10.131.90.196	21-12-10已交付3060
4F-X04(I5)	1.4	Gi 0/4    	10.131.90.197	21-12-10已交付3060
4F-X04(I5)	1.5	Gi 0/5    	10.131.90.198	21-12-10已交付3060
4F-X04(I5)	2.1	Gi 0/6    	10.131.90.199	21-12-10已交付3060
4F-X04(I5)	2.2	Gi 0/7    	10.131.90.200	21-12-10已交付3060
4F-X04(I5)	2.3	Gi 0/8    	10.131.90.201	21-12-10已交付3060
4F-X04(I5)	2.4	Gi 0/9    	10.131.90.202	21-12-10已交付3060
4F-X04(I5)	2.5	Gi 0/10    	10.131.90.203	21-12-10已交付3060
4F-X04(I5)	3.1	Gi 0/11    	10.131.90.204	21-12-10已交付3060
4F-X04(I5)	3.2	Gi 0/12    	10.131.90.205	21-12-10已交付3060
4F-X04(I5)	3.3	Gi 0/13    	10.131.90.206	21-12-10已交付3060
4F-X04(I5)	3.4	Gi 0/14    	10.131.90.207	21-12-10已交付3060
4F-X04(I5)	3.5	Gi 0/15    	10.131.90.208	21-12-10已交付3060
4F-X04(I5)	4.1	Gi 0/16    	10.131.90.209	21-12-10已交付3060
4F-X04(I5)	4.2	Gi 0/17    	10.131.90.210	21-12-10已交付3060
4F-X04(I5)	4.3	Gi 0/18    	10.131.90.211	21-12-10已交付3060
4F-X04(I5)	4.4	Gi 0/19    	10.131.90.220	21-12-10已交付3060
4F-X04(I5)	4.5	Gi 0/20    	10.131.90.213	21-12-10已交付3060
机柜	节点	交换机端口	IP地址	备注
02--01	1.1	Gi 0/1	10.139.16.1	第二批已交付4/25
02--01	1.2	Gi 0/2	10.139.16.2	第二批已交付4/25
02--01	2.1	Gi 0/3	10.139.16.3	第一批交付
02--01	2.2	Gi 0/4	10.139.16.4	第一批交付
02--01	3.1	Gi 0/5		ip已用到3060
02--01	3.2	Gi 0/6		ip已用到3060
02--01	4.1	Gi 0/7	10.139.16.7	第一批交付
02--01	4.2	Gi 0/8	10.139.16.8	第一批交付
02--01	5.1	Gi 0/9	10.139.16.9	第一批交付
02--01	5.2	Gi 0/10	10.139.16.10	第一批交付
02--01	6.1	Gi 0/11	10.139.16.11	第一批交付
02--01	6.2	Gi 0/12	10.139.16.12	第一批交付
02--01	7.1	Gi 0/13	10.139.16.13	第一批交付
02--01	7.2	Gi 0/14		ip已用到3060
02--01	8.1	Gi 0/15	10.139.16.15	第一批交付
02--01	8.2	Gi 0/16	10.139.16.16	第一批交付
02--01	9.1	Gi 0/17		ip已用到3060
02--01	9.2	Gi 0/18		ip用到第三批3060
02--01	10.1	Gi 0/19		ip已用到3060
02--01	10.2	Gi 0/20		ip已用到3060
02--01	11.1	Gi 0/21	10.139.16.21	第一批交付
02--01	11.2	Gi 0/22	10.139.16.22	第一批交付
02--01	12.1	Gi 0/23	10.139.16.23	第一批交付
02--01	12.2	Gi 0/24	10.139.16.24	第一批交付
02--01	13.1	Gi 0/25	10.139.16.25	第一批交付
02--01	13.2	Gi 0/26	10.139.16.26	第一批交付
02--01	14.1	Gi 0/27	10.139.16.27	第一批交付
02--01	14.2	Gi 0/28	10.139.16.28	第一批交付
02--01	15.1	Gi 0/29	10.139.16.29	第一批交付
02--01	15.2	Gi 0/30	10.139.16.30	第一批交付
02--01	16.1	Gi 0/31	10.139.16.31	第二批已交付4/25
02--01	16.2	Gi 0/32	10.139.16.32	第二批已交付4/25
02--01	17.1	Gi 0/33	10.139.16.33	第一批交付
02--01	17.2	Gi 0/34	10.139.16.34	第一批交付
02--01	18.1	Gi 0/35	10.139.16.35	第一批交付
02--01	18.2	Gi 0/36	10.139.16.36	第一批交付
02--01	19.1	Gi 0/37	10.139.16.37	第二批已交付4/25
02--01	19.2	Gi 0/38	10.139.16.38	第二批已交付4/25
02--01	20.1	Gi 0/39	10.139.16.39	第二批已交付4/25
02--01	20.2	Gi 0/40	10.139.16.40	第二批已交付4/25
02--02	1.1	Gi 0/1		ip用到第三批3060
02--02	1.2	Gi 0/2		ip已用到3060
02--02	2.1	Gi 0/3	10.139.16.43	第二批已交付4/25
02--02	2.2	Gi 0/4	10.139.16.44	第二批已交付4/25
02--02	3.1	Gi 0/5	10.139.16.45	第一批交付
02--02	3.2	Gi 0/6	10.139.16.46	第一批交付
02--02	4.1	Gi 0/7	10.139.16.47	第二批已交付4/25
02--02	4.2	Gi 0/8	10.139.16.48	第二批已交付4/25
02--02	5.1	Gi 0/9	10.139.16.49	第一批交付
02--02	5.2	Gi 0/10	10.139.16.50	第一批交付
02--02	6.1	Gi 0/11	10.139.16.51	第一批交付
02--02	6.2	Gi 0/12	10.139.16.52	第一批交付
02--02	7.1	Gi 0/13	10.139.16.53	第一批交付
02--02	7.2	Gi 0/14	10.139.16.54	第一批交付
02--02	8.1	Gi 0/15	10.139.16.55	第一批交付
02--02	8.2	Gi 0/16	10.139.16.56	第一批交付
02--02	9.1	Gi 0/17	10.139.16.57	第一批交付
02--02	9.2	Gi 0/18	10.139.16.58	第一批交付
02--02	10.1	Gi 0/19	10.139.16.59	第一批交付
02--02	10.2	Gi 0/20	10.139.16.60	第一批交付
02--02	11.1	Gi 0/21	10.139.16.61	第一批交付
02--02	11.2	Gi 0/22	10.139.16.62	第一批交付
02--02	12.1	Gi 0/23	10.139.16.63	第一批交付
02--02	12.2	Gi 0/24	10.139.16.64	第一批交付
02--02	13.1	Gi 0/25	10.139.16.65	第一批交付
02--02	13.2	Gi 0/26	10.139.16.66	第一批交付
02--02	14.1	Gi 0/27	10.139.16.67	第一批交付
02--02	14.2	Gi 0/28	10.139.16.68	第一批交付
02--02	15.1	Gi 0/29	10.139.16.69	第一批交付
02--02	15.2	Gi 0/30	10.139.16.70	第一批交付
02--02	16.1	Gi 0/31		ip已用到3060
02--02	16.2	Gi 0/32	10.139.16.72	第一批交付
02--02	17.1	Gi 0/33	10.139.16.73	第一批交付
02--02	17.2	Gi 0/34	10.139.16.74	第一批交付
02--02	18.1	Gi 0/35	10.139.16.75	第一批交付
02--02	18.2	Gi 0/36	10.139.16.76	第一批交付
02--02	19.1	Gi 0/37	10.139.16.77	第一批交付
02--02	19.2	Gi 0/38	10.139.16.78	第一批交付
02--02	20.1	Gi 0/39		ip已用到3060
02--02	20.2	Gi 0/40		ip已用到3060
02--03	1.1	Gi 0/1	10.139.16.81	第一批交付
02--03	1.2	Gi 0/2	10.139.16.82	第一批交付
02--03	2.1	Gi 0/3	10.139.16.83	第一批交付
02--03	2.2	Gi 0/4	10.139.16.84	第一批交付
02--03	3.1	Gi 0/5	10.139.16.85	第一批交付
02--03	3.2	Gi 0/6	10.139.16.86	第一批交付
02--03	4.1	Gi 0/7	10.139.16.87	第一批交付
02--03	4.2	Gi 0/8	10.139.16.88	第一批交付
02--03	5.1	Gi 0/9	10.139.16.89	第一批交付
02--03	5.2	Gi 0/10	10.139.16.90	第一批交付
02--03	6.1	Gi 0/11	10.139.16.91	第一批交付
02--03	6.2	Gi 0/12	10.139.16.92	第一批交付
02--03	7.1	Gi 0/13	10.139.16.93	第一批交付
02--03	7.2	Gi 0/14	10.139.16.94	第一批交付
02--03	8.1	Gi 0/15	10.139.16.95	第一批交付
02--03	8.2	Gi 0/16	10.139.16.96	第一批交付
02--03	9.1	Gi 0/17	10.139.16.97	第一批交付
02--03	9.2	Gi 0/18	10.139.16.98	第一批交付
02--03	10.1	Gi 0/19	10.139.16.99	第一批交付
02--03	10.2	Gi 0/20	10.139.16.100	第一批交付
02--03	11.1	Gi 0/21	10.139.16.101	第二批已交付4/25
02--03	11.2	Gi 0/22	10.139.16.102	第二批已交付4/25
02--03	12.1	Gi 0/23		ip已用到3060
02--03	12.2	Gi 0/24		ip已用到3060
02--03	13.1	Gi 0/25	10.139.16.105	第一批交付
02--03	13.2	Gi 0/26	10.139.16.106	第一批交付
02--03	14.1	Gi 0/27		ip已用到3060
02--03	14.2	Gi 0/28		ip已用到3060
02--03	15.1	Gi 0/29	10.139.16.109	第一批交付
02--03	15.2	Gi 0/30	10.139.16.110	第一批交付
02--03	16.1	Gi 0/31	10.139.16.111	第二批已交付4/25
02--03	16.2	Gi 0/32	10.139.16.112	第二批已交付4/25
02--03	17.1	Gi 0/33	10.139.16.113	第一批交付
02--03	17.2	Gi 0/34	10.139.16.114	第一批交付
02--03	18.1	Gi 0/35	10.139.16.115	第一批交付
02--03	18.2	Gi 0/36	10.139.16.116	第一批交付
02--03	19.1	Gi 0/37		ip已用到3060
02--03	19.2	Gi 0/38		ip已用到3060
02--03	20.1	Gi 0/39	10.139.16.119	第一批交付
02--03	20.2	Gi 0/40	10.139.16.120	第一批交付
02--04	1.1	Gi 0/1	10.139.16.121	第一批交付
02--04	1.2	Gi 0/2	10.139.16.122	第一批交付
02--04	2.1	Gi 0/3	10.139.16.123	第一批交付
02--04	2.2	Gi 0/4	10.139.16.124	第一批交付
02--04	3.1	Gi 0/5	10.139.16.125	第二批已交付4/25
02--04	3.2	Gi 0/6	10.139.16.126	第二批已交付4/25
02--04	4.1	Gi 0/7	10.139.16.127	第二批已交付4/25
02--04	4.2	Gi 0/8	10.139.16.128	第二批已交付4/25
02--04	5.1	Gi 0/9	10.139.16.129	第一批交付
02--04	5.2	Gi 0/10	10.139.16.130	第一批交付
02--04	6.1	Gi 0/11		ip已用到3060
02--04	6.2	Gi 0/12		ip已用到3060
02--04	7.1	Gi 0/13	10.139.16.133	第一批交付
02--04	7.2	Gi 0/14	10.139.16.134	第一批交付
02--04	8.1	Gi 0/15	10.139.16.135	第一批交付
02--04	8.2	Gi 0/16	10.139.16.136	第一批交付
02--04	9.1	Gi 0/17	10.139.16.137	第一批交付
02--04	9.2	Gi 0/18	10.139.16.138	第一批交付
02--04	10.1	Gi 0/19	10.139.16.139	第一批交付
02--04	10.2	Gi 0/20	10.139.16.140	第一批交付
02--04	11.1	Gi 0/21	10.139.16.141	第一批交付
02--04	11.2	Gi 0/22	10.139.16.142	第一批交付
02--04	12.1	Gi 0/23	10.139.16.143	第一批交付
02--04	12.2	Gi 0/24	10.139.16.144	第一批交付
02--04	13.1	Gi 0/25	10.139.16.145	第一批交付
02--04	13.2	Gi 0/26	10.139.16.146	第一批交付
02--04	14.1	Gi 0/27	10.139.16.147	第一批交付
02--04	14.2	Gi 0/28	10.139.16.148	第一批交付
02--04	15.1	Gi 0/29	10.139.16.149	第一批交付
02--04	15.2	Gi 0/30	10.139.16.150	第一批交付
02--04	16.1	Gi 0/31	10.139.16.151	第一批交付
02--04	16.2	Gi 0/32	10.139.16.152	第一批交付
02--04	17.1	Gi 0/33	10.139.16.153	第一批交付
02--04	17.2	Gi 0/34	10.139.16.154	第一批交付
02--04	18.1	Gi 0/35	10.139.16.155	第一批交付
02--04	18.2	Gi 0/36	10.139.16.156	第一批交付
02--04	19.1	Gi 0/37	10.139.16.157	第一批交付
02--04	19.2	Gi 0/38	10.139.16.158	第一批交付
02--04	20.1	Gi 0/39	10.139.16.159	第一批交付
02--04	20.2	Gi 0/40	10.139.16.160	第一批交付
02--05	1.1	Gi 0/1	10.139.16.161	第一批交付
02--05	1.2	Gi 0/2	10.139.16.162	第一批交付
02--05	2.1	Gi 0/3	10.139.16.163	第一批交付
02--05	2.2	Gi 0/4	10.139.16.164	第一批交付
02--05	3.1	Gi 0/5	10.139.16.165	第一批交付
02--05	3.2	Gi 0/6	10.139.16.166	第一批交付
02--05	4.1	Gi 0/7	10.139.16.167	第一批交付
02--05	4.2	Gi 0/8	10.139.16.168	第一批交付
02--05	5.1	Gi 0/9	10.139.16.169	第一批交付
02--05	5.2	Gi 0/10	10.139.16.170	第一批交付
02--05	6.1	Gi 0/11	10.139.16.171	第一批交付
02--05	6.2	Gi 0/12	10.139.16.172	第一批交付
02--05	7.1	Gi 0/13	10.139.16.173	第一批交付
02--05	7.2	Gi 0/14	10.139.16.174	第一批交付
02--05	8.1	Gi 0/15	10.139.16.175	第一批交付
02--05	8.2	Gi 0/16	10.139.16.176	第一批交付
02--05	9.1	Gi 0/17	10.139.16.177	第二批已交付4/25
02--05	9.2	Gi 0/18	10.139.16.178	第二批已交付4/25
02--05	10.1	Gi 0/19	10.139.16.179	第一批交付
02--05	10.2	Gi 0/20	10.139.16.180	第一批交付
02--05	11.1	Gi 0/21	10.139.16.181	第一批交付
02--05	11.2	Gi 0/22	10.139.16.182	第一批交付
02--05	12.1	Gi 0/23	10.139.16.183	第一批交付
02--05	12.2	Gi 0/24	10.139.16.184	第一批交付
02--05	13.1	Gi 0/25		ip用到第三批3060
02--05	13.2	Gi 0/26		ip已用到3060
02--05	14.1	Gi 0/27	10.139.16.187	第一批交付
02--05	14.2	Gi 0/28	10.139.16.188	第一批交付
02--05	15.1	Gi 0/29	10.139.16.189	第二批已交付4/25
02--05	15.2	Gi 0/30	10.139.16.190	第二批已交付4/25
02--05	16.1	Gi 0/31	10.139.16.191	第一批交付
02--05	16.2	Gi 0/32	10.139.16.192	第一批交付
02--05	17.1	Gi 0/33		ip已用到3060
02--05	17.2	Gi 0/34		ip用到第三批3060
02--05	18.1	Gi 0/35	10.139.16.195	第二批已交付4/25
02--05	18.2	Gi 0/36	10.139.16.196	第二批已交付4/25
02--05	19.1	Gi 0/37	10.139.16.197	第一批交付
02--05	19.2	Gi 0/38	10.139.16.198	第一批交付
02--05	20.1	Gi 0/39	10.139.16.199	第一批交付
02--05	20.2	Gi 0/40	10.139.16.200	第一批交付
02--06	1.1	Gi 0/1	10.139.16.201	第一批交付
02--06	1.2	Gi 0/2	10.139.16.202	第一批交付
02--06	2.1	Gi 0/3	10.139.16.203	第一批交付
02--06	2.2	Gi 0/4	10.139.16.204	第一批交付
02--06	3.1	Gi 0/5	10.139.16.205	第一批交付
02--06	3.2	Gi 0/6	10.139.16.206	第一批交付
02--06	4.1	Gi 0/7		ip已用到3060
02--06	4.2	Gi 0/8		ip已用到3060
02--06	5.1	Gi 0/9	10.139.16.209	第一批交付
02--06	5.2	Gi 0/10	10.139.16.210	第一批交付
02--06	6.1	Gi 0/11	10.139.16.211	第一批交付
02--06	6.2	Gi 0/12	10.139.16.212	第一批交付
02--06	7.1	Gi 0/13	10.139.16.213	第一批交付
02--06	7.2	Gi 0/14	10.139.16.214	第一批交付
02--06	8.1	Gi 0/15	10.139.16.215	第一批交付
02--06	8.2	Gi 0/16	10.139.16.216	第一批交付
02--06	9.1	Gi 0/17	10.139.16.217	第一批交付
02--06	9.2	Gi 0/18	10.139.16.218	第一批交付
02--06	10.1	Gi 0/19	10.139.16.219	第一批交付
02--06	10.2	Gi 0/20	10.139.16.220	第一批交付
02--06	11.1	Gi 0/21	10.139.16.221	第一批交付
02--06	11.2	Gi 0/22	10.139.16.222	第一批交付
02--06	12.1	Gi 0/23	10.139.16.223	第一批交付
02--06	12.2	Gi 0/24	10.139.16.224	第一批交付
02--06	13.1	Gi 0/25	10.139.16.225	第一批交付
02--06	13.2	Gi 0/26	10.139.16.226	第一批交付
02--06	14.1	Gi 0/27	10.139.16.227	第二批已交付4/25
02--06	14.2	Gi 0/28	10.139.16.228	第二批已交付4/25
02--06	15.1	Gi 0/29	10.139.16.229	第一批交付
02--06	15.2	Gi 0/30	10.139.16.230	第一批交付
02--06	16.1	Gi 0/31	10.139.16.231	第一批交付
02--06	16.2	Gi 0/32	10.139.16.232	第一批交付
02--06	17.1	Gi 0/33	10.139.16.233	第一批交付
02--06	17.2	Gi 0/34	10.139.16.234	第一批交付
02--06	18.1	Gi 0/35	10.139.16.235	第二批已交付4/25
02--06	18.2	Gi 0/36	10.139.16.236	第二批已交付4/25
02--06	19.1	Gi 0/37	10.139.16.237	第一批交付
02--06	19.2	Gi 0/38	10.139.16.238	第一批交付
02--06	20.1	Gi 0/39	10.139.16.239	第一批交付
02--06	20.2	Gi 0/40	10.139.16.240	第一批交付
02--07	1.1	Gi 0/1	10.139.16.241	第一批交付
02--07	1.2	Gi 0/2	10.139.16.242	第一批交付
02--07	2.1	Gi 0/3	10.139.16.243	第二批已交付4/25
02--07	2.2	Gi 0/4	10.139.16.244	第二批已交付4/25
02--07	3.1	Gi 0/5	10.139.16.245	第一批交付
02--07	3.2	Gi 0/6	10.139.16.246	第一批交付
02--07	4.1	Gi 0/7	10.139.16.247	第一批交付
02--07	4.2	Gi 0/8	10.139.16.248	第一批交付
02--07	5.1	Gi 0/9	10.139.16.249	第一批交付
02--07	5.2	Gi 0/10	10.139.16.250	第一批交付
02--07	6.1	Gi 0/11	10.139.17.1	第一批交付
02--07	6.2	Gi 0/12	10.139.17.2	第一批交付
02--07	7.1	Gi 0/13	10.139.17.3	第一批交付
02--07	7.2	Gi 0/14	10.139.17.4	第一批交付
02--07	8.1	Gi 0/15	10.139.17.5	第二批已交付4/25
02--07	8.2	Gi 0/16	10.139.17.6	第二批已交付4/25
02--07	9.1	Gi 0/17	10.139.17.7	第一批交付
02--07	9.2	Gi 0/18	10.139.17.8	第一批交付
02--07	10.1	Gi 0/19	10.139.17.9	第一批交付
02--07	10.2	Gi 0/20	10.139.17.10	第一批交付
02--07	11.1	Gi 0/21	10.139.17.11	第一批交付
02--07	11.2	Gi 0/22	10.139.17.12	第一批交付
02--07	12.1	Gi 0/23	10.139.17.13	第一批交付
02--07	12.2	Gi 0/24	10.139.17.14	第一批交付
02--07	13.1	Gi 0/25	10.139.17.15	第一批交付
02--07	13.2	Gi 0/26	10.139.17.16	第一批交付
02--07	14.1	Gi 0/27	10.139.17.17	第一批交付
02--07	14.2	Gi 0/28	10.139.17.18	第一批交付
02--07	15.1	Gi 0/29	10.139.17.19	第一批交付
02--07	15.2	Gi 0/30	10.139.17.20	第一批交付
02--07	16.1	Gi 0/31	10.139.17.21	第一批交付
02--07	16.2	Gi 0/32	10.139.17.22	第一批交付
02--07	17.1	Gi 0/33	10.139.17.23	第二批已交付4/25
02--07	17.2	Gi 0/34	10.139.17.24	第二批已交付4/25
02--07	18.1	Gi 0/35	10.139.17.25	第一批交付
02--07	18.2	Gi 0/36	10.139.17.26	第一批交付
02--07	19.1	Gi 0/37	10.139.17.27	第一批交付
02--07	19.2	Gi 0/38	10.139.17.28	第一批交付
02--07	20.1	Gi 0/39		ip已用到3060
02--07	20.2	Gi 0/40		ip已用到3060
02--10	1.1	Gi 0/1	10.139.17.31	第一批交付
02--10	1.2	Gi 0/2	10.139.17.32	第一批交付
02--10	2.1	Gi 0/3	10.139.17.33	第一批交付
02--10	2.2	Gi 0/4	10.139.17.34	第一批交付
02--10	3.1	Gi 0/5	10.139.17.35	第一批交付
02--10	3.2	Gi 0/6		ip已用到3060
02--10	4.1	Gi 0/7	10.139.17.37	第一批交付
02--10	4.2	Gi 0/8	10.139.17.38	第一批交付
02--10	5.1	Gi 0/9	10.139.17.39	第一批交付
02--10	5.2	Gi 0/10	10.139.17.40	第一批交付
02--10	6.1	Gi 0/11	10.139.17.41	第一批交付
02--10	6.2	Gi 0/12	10.139.17.42	第一批交付
02--10	7.1	Gi 0/13	10.139.17.43	第一批交付
02--10	7.2	Gi 0/14	10.139.17.44	第一批交付
02--10	8.1	Gi 0/15	10.139.17.45	第一批交付
02--10	8.2	Gi 0/16	10.139.17.46	第一批交付
02--10	9.1	Gi 0/17	10.139.17.47	第一批交付
02--10	9.2	Gi 0/18	10.139.17.48	第一批交付
02--10	10.1	Gi 0/19	10.139.17.49	第一批交付
02--10	10.2	Gi 0/20	10.139.17.50	第一批交付
02--10	11.1	Gi 0/21	10.139.17.51	第一批交付
02--10	11.2	Gi 0/22	10.139.17.52	第一批交付
02--10	12.1	Gi 0/23	10.139.17.53	第一批交付
02--10	12.2	Gi 0/24	10.139.17.54	第一批交付
02--10	13.1	Gi 0/25	10.139.17.55	第一批交付
02--10	13.2	Gi 0/26	10.139.17.56	第一批交付
02--10	14.1	Gi 0/27	10.139.17.57	第一批交付
02--10	14.2	Gi 0/28	10.139.17.58	第一批交付
02--10	15.1	Gi 0/29	10.139.17.59	第一批交付
02--10	15.2	Gi 0/30	10.139.17.60	第一批交付
02--10	16.1	Gi 0/31	10.139.17.61	第一批交付
02--10	16.2	Gi 0/32	10.139.17.62	第一批交付
02--10	17.1	Gi 0/33	10.139.17.63	第一批交付
02--10	17.2	Gi 0/34	10.139.17.64	第一批交付
02--10	18.1	Gi 0/35		ip已用到3060
02--10	18.2	Gi 0/36		ip已用到3060
02--10	19.1	Gi 0/37	10.139.17.67	第一批交付
02--10	19.2	Gi 0/38	10.139.17.68	第一批交付
02--10	20.1	Gi 0/39	10.139.17.69	第一批交付
02--10	20.2	Gi 0/40	10.139.17.70	第一批交付
02--11	1.1	Gi 0/1	10.139.17.71	第一批交付
02--11	1.2	Gi 0/2	10.139.17.72	第一批交付
02--11	2.1	Gi 0/3		ip已用到3060
02--11	2.2	Gi 0/4		ip已用到3060
02--11	3.1	Gi 0/5		ip已用到3060
02--11	3.2	Gi 0/6		ip已用到3060
02--11	4.1	Gi 0/7	10.139.17.77	第一批交付
02--11	4.2	Gi 0/8	10.139.17.78	第一批交付
02--11	5.1	Gi 0/9	10.139.17.79	第一批交付
02--11	5.2	Gi 0/10	10.139.17.80	第一批交付
02--11	6.1	Gi 0/11	10.139.17.81	第一批交付
02--11	6.2	Gi 0/12	10.139.17.82	第一批交付
02--11	7.1	Gi 0/13	10.139.17.83	第一批交付
02--11	7.2	Gi 0/14	10.139.17.84	第一批交付
02--11	8.1	Gi 0/15	10.139.17.85	第二批已交付4/25
02--11	8.2	Gi 0/16	10.139.17.86	第二批已交付4/25
02--11	9.1	Gi 0/17	10.139.17.87	第一批交付
02--11	9.2	Gi 0/18	10.139.17.88	第一批交付
02--11	10.1	Gi 0/19		ip用到第三批3060
02--11	10.2	Gi 0/20		ip已用到3060
02--11	11.1	Gi 0/21	10.139.17.91	第一批交付
02--11	11.2	Gi 0/22	10.139.17.92	第一批交付
02--11	12.1	Gi 0/23	10.139.17.93	第一批交付
02--11	12.2	Gi 0/24	10.139.17.94	第一批交付
02--11	13.1	Gi 0/25	10.139.17.95	第一批交付
02--11	13.2	Gi 0/26	10.139.17.96	第一批交付
02--11	14.1	Gi 0/27	10.139.17.97	第一批交付
02--11	14.2	Gi 0/28	10.139.17.98	第一批交付
02--11	15.1	Gi 0/29	10.139.17.99	第一批交付
02--11	15.2	Gi 0/30	10.139.17.100	第一批交付
02--11	16.1	Gi 0/31	10.139.17.101	第一批交付
02--11	16.2	Gi 0/32	10.139.17.102	第一批交付
02--11	17.1	Gi 0/33		ip已用到3060
02--11	17.2	Gi 0/34		ip已用到3060
02--11	18.1	Gi 0/35		ip用到第三批3060
